date,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTC,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLF,CLP,CNH,CNY,COP,CRC,CUC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KMF,KPW,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRO,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STD,STN,SVC,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XAG,XAU,XCD,XDR,XOF,XPD,XPF,XPT,YER,ZAR,ZMW,ZWL,
2021-02-15,4.455128,93.749174,123.625284,633.82565,2.178246,791.919345,107.290659,1.558849,2.183217,2.062903,1.95623,2.425796,102.912847,1.95638,0.457356,2358.542548,1.212898,1.605328,8.391516,6.513627,1.212898,2.5e-05,88.042903,13.076775,3.132441,2.4461,1.533338,2403.894842,1.079745,0.031618,872.437858,7.770484,7.833138,4242.529926,740.471176,1.212898,31.232125,110.798239,25.68112,216.034153,7.436481,70.214361,161.250371,18.947772,18.193117,48.66595,1,2.454845,0.871995,0.871995,3.996499,0.871995,7.032338,0.871995,62.391477,12489.128539,9.404824,253.52182,9.403244,29.232979,7.57188,88.175027,357.963642,16917.987469,3.933174,0.871995,88.103281,1770.530909,51069.073327,155.614823,0.871995,182.028278,0.859945,127.781064,132.807345,102.314929,4954.780272,492.831056,1091.608265,1336.983555,0.366865,1.011307,506.143653,11329.385942,1835.078091,236.030274,209.164331,17.515682,5.403405,10.839317,21.041992,4552.530336,61.655664,1711.070035,3459.504031,9.690182,433.004403,43.75995,48.210718,18.690759,940.87537,24.224171,4.893437,91.179613,17.635538,484.721764,42.351662,10.177236,140.868808,1.677848,0.466927,1.212898,4.422705,4.315411,58.1631,193.283999,4.484202,8139.682504,4.418403,4.874759,117.584039,88.997852,1205.118336,4.549026,9.688729,25.72102,67.012618,10.044781,1.604444,0.871995,12399.153749,702.04403,17.167359,157.992103,24488.427143,24.803766,10.618172,621.930353,17.514183,36.243214,13.828128,4.257273,3.289986,2.783259,8.444947,8.236985,33.985403,2813.867137,33.796612,4441.512978,1.212898,51.743459,12790.489079,2113813.257715,27930.223499,131.478499,3.049279,655.957,0.043962,0.000667,3.277918,0.840648,655.957,0.000506,119.331742,0.000928,303.649112,17.525049,26.218162,390.553179,,
2021-02-16,4.445336,93.508572,123.202557,633.739665,2.172381,790.205888,107.059243,1.561603,2.177283,2.05844,1.945676,2.420548,102.62051,1.955625,0.456283,2360.241744,1.210274,1.601243,8.368694,6.500622,1.210274,2.5e-05,87.883547,13.048211,3.122504,2.439389,1.536443,2395.13176,1.080331,0.031519,869.70272,7.778274,7.816069,4253.653848,737.626943,1.210274,31.164549,110.619021,25.804852,215.452652,7.436103,70.047016,160.691872,18.905081,18.153809,48.302182,1,2.463452,0.870447,0.870447,3.999955,0.870447,7.032879,0.870447,62.329098,12457.148814,9.371967,253.200653,9.382526,29.458064,7.573288,87.934808,358.836524,16998.294882,3.921009,0.870447,88.272406,1768.815092,50958.576434,155.79854,0.870447,181.417703,0.858084,128.4101,132.464462,102.225591,4920.973086,492.363263,1089.246379,1340.323384,0.366076,1.008545,504.477123,11298.52052,1835.447966,235.193765,209.226064,17.562305,5.397232,10.803178,20.950918,4505.888319,61.593882,1706.394162,3454.014796,9.663567,432.067522,43.617154,48.588928,18.638217,938.336817,24.430731,4.877403,91.057969,17.59738,479.745349,42.282713,10.21692,140.614156,1.680164,0.465932,1.210274,4.421735,4.303739,58.53489,193.450976,4.494299,8065.755636,4.406607,4.875346,116.949616,89.101927,1201.797711,4.538876,9.668111,25.6652,66.867625,10.031974,1.606799,0.870447,12349.936144,704.089265,17.130215,157.650259,24613.902534,24.786406,10.588826,620.580664,17.59738,36.244875,13.79033,4.24201,3.287104,2.779481,8.457393,8.214498,33.8447,2806.500147,33.70888,4429.541464,1.210274,51.584914,12762.336742,2089095.887276,27998.581924,130.923606,3.033084,655.957,0.044418,0.000674,3.270825,0.838663,655.957,0.000505,119.331742,0.000958,303.052509,17.767539,26.183716,389.708149,,
2021-02-17,4.423873,93.057818,123.608415,629.553809,2.162027,786.389809,107.128885,1.553306,2.167989,2.048515,1.953135,2.408877,102.134534,1.954254,0.454077,2349.002879,1.204438,1.600725,8.322972,6.517818,1.204438,2.3e-05,87.705453,13.149958,3.126886,2.42795,1.530141,2383.632505,1.082214,0.031131,859.003858,7.753903,7.778865,4246.801758,735.145373,1.204438,31.014286,110.928767,25.840018,214.434135,7.436437,69.728788,160.246135,18.82513,18.066258,47.865175,1,2.455127,0.868966,0.868966,3.986691,0.868966,6.986091,0.868966,61.96835,12292.518531,9.317146,251.742253,9.337553,29.225072,7.570136,87.518613,358.603797,16879.528781,3.93814,0.868966,87.638245,1759.008161,50712.874501,155.794094,0.868966,181.064663,0.853947,127.532239,131.919033,101.681951,4899.285107,492.91659,1083.994467,1332.619301,0.364491,1.003773,502.09728,11251.463932,1833.771784,236.380823,208.367824,17.761431,5.368688,10.784767,20.960519,4511.640695,61.642543,1698.333506,3438.620805,9.618231,429.984265,43.382941,47.876422,18.54835,937.193028,24.3641,4.865328,90.487945,17.741376,477.458434,42.109024,10.233518,140.328556,1.674914,0.463673,1.204438,4.400855,4.257689,58.374307,192.462021,4.491552,7982.521971,4.38534,4.874121,117.418006,88.783724,1189.859784,4.517308,9.636123,25.540161,66.484994,10.02774,1.600458,0.868966,12292.798488,698.978329,17.04762,156.890133,24495.224112,24.642808,10.53946,617.600516,17.768573,36.157238,13.725763,4.227579,3.265232,2.768299,8.3991,8.168491,33.712951,2793.331541,33.584665,4408.652229,1.204438,51.339098,12672.0882,2077905.339744,27760.990686,130.214068,3.019952,655.957,0.044006,0.000678,3.255055,0.839188,655.957,0.000506,119.331742,0.000958,301.531081,17.628118,26.066238,387.829132,,
2021-02-18,4.441067,93.361481,123.802195,631.500162,2.171135,788.885256,107.685609,1.556575,2.176385,2.056448,1.959562,2.418206,102.559864,1.957973,0.455865,2359.118421,1.209103,1.604951,8.35775,6.561318,1.209103,2.3e-05,87.753329,13.118486,3.136875,2.438044,1.533209,2394.381677,1.083525,0.031155,859.672096,7.809884,7.844902,4258.816864,738.997343,1.209103,31.134401,110.784056,25.919963,215.308178,7.436591,70.060259,160.585169,18.936124,18.13621,48.459334,1,2.459618,0.865251,0.865251,4.002131,0.865251,7.00915,0.865251,62.268801,12231.728551,9.343596,253.049822,9.373788,29.358273,7.575151,87.884402,358.919725,16944.908394,3.959474,0.865251,87.768238,1766.121622,50909.279082,155.805004,0.865251,181.428573,0.857254,127.791989,132.489733,102.095382,4933.126237,492.64906,1088.192642,1338.722021,0.365865,1.00792,503.759451,11304.351506,1836.62328,237.958151,209.356145,17.677864,5.390312,10.794719,21.144843,4536.31051,61.735632,1705.319846,3447.987352,9.657756,431.64954,43.512539,48.061841,18.632276,940.067395,24.546965,4.887194,90.808466,17.725449,478.970617,42.279064,10.2357,140.405148,1.674406,0.465445,1.209103,4.416203,4.290383,58.683811,192.122603,4.489186,7995.29772,4.402344,4.875466,117.804375,89.345331,1199.475736,4.534757,9.681189,25.635761,66.802937,10.056296,1.604093,0.865251,12340.406889,702.770028,17.113643,157.497748,24590.091033,24.750337,10.583157,620.012556,17.668528,36.285179,13.782551,4.23186,3.279692,2.782192,8.431359,8.20593,33.703742,2804.877764,33.667424,4434.130656,1.209103,51.644326,12715.103843,2080335.485411,27785.233774,130.904133,3.033914,655.957,0.044737,0.000681,3.267661,0.839217,655.957,0.000514,119.331742,0.000948,302.699,17.637372,26.168042,389.331145,,
2021-02-19,4.451026,93.550186,123.663168,633.52989,2.175317,790.644497,107.940766,1.539759,2.181222,2.061018,1.952672,2.42358,102.604238,1.954102,0.456987,2376.320169,1.21179,1.604584,8.380184,6.52246,1.21179,2.2e-05,87.880409,13.130196,3.138723,2.442789,1.528758,2396.314704,1.086673,0.03111,858.734544,7.830587,7.86076,4305.647126,741.553011,1.21179,31.203592,110.575837,25.887894,215.698618,7.436573,70.344409,160.699358,18.953452,18.176481,48.229242,1,2.462357,0.864638,0.864638,4.011025,0.864638,7.010205,0.864638,62.346595,12202.725195,9.355722,253.544165,9.395123,29.482851,7.570658,88.380507,358.429302,17046.019543,3.963765,0.864638,87.917,1772.24286,51022.417509,155.593835,0.864638,182.685514,0.859159,127.777158,132.751593,102.401696,4925.926307,492.471682,1090.610991,1340.2882,0.366709,1.009983,505.881827,11330.236402,1832.92263,236.923423,209.639667,17.746664,5.410642,10.782507,21.207495,4550.271411,61.739311,1708.78582,3458.319418,9.678245,432.608818,43.575968,48.18077,18.661566,942.166717,24.762462,4.89442,91.066007,17.801195,461.691986,42.485357,10.256348,140.608904,1.660443,0.466567,1.21179,4.426063,4.283678,58.763298,192.735198,4.485344,8058.164012,4.412127,4.876243,117.370165,89.714872,1193.61314,4.544863,9.702704,25.335563,66.981692,10.030592,1.604955,0.864638,12368.437663,710.108934,17.151676,157.847764,24644.738913,24.781105,10.605022,621.317736,17.764841,36.33795,13.809164,4.241265,3.280013,2.790308,8.438542,8.221937,33.843961,2810.140986,33.749611,4445.222197,1.21179,51.804123,12760.14859,2089293.085386,27889.346609,131.02167,3.041023,655.957,0.044436,0.000679,3.274923,0.840641,655.957,0.000509,119.331742,0.00095,303.401977,17.763611,26.256332,390.196377,,
2021-02-20,4.451155,93.55289,123.666743,633.60489,2.17538,790.667348,107.943886,1.539803,2.181285,2.061078,1.952728,2.42365,102.607203,1.954159,0.457,2376.38885,1.211825,1.604631,8.380426,6.522648,1.211825,2.2e-05,87.882949,13.130575,3.138814,2.44286,1.528802,2396.383963,1.086704,0.031111,858.759363,7.830813,7.860988,4305.771568,741.574444,1.211825,31.204494,110.579032,25.888642,215.704852,7.436788,70.346442,160.704002,18.954,18.177116,48.230636,1,2.462428,0.864663,0.864663,4.011141,0.864663,7.010408,0.864663,62.348397,12203.077878,9.355992,253.551493,9.395394,29.483703,7.570877,88.383061,358.439661,17046.512207,3.96388,0.864663,87.919541,1772.294081,51023.89216,155.598332,0.864663,182.690794,0.859184,127.780851,132.75543,102.459829,4926.068677,492.485915,1090.642511,1340.326937,0.36672,1.010012,505.896448,11330.563869,1832.975605,236.930271,209.645726,17.747177,5.410799,10.782819,21.208108,4550.402923,61.741096,1708.835207,3459.278579,9.678525,432.621321,43.577227,48.182162,18.662106,942.193947,24.763178,4.894561,91.068639,17.801709,461.70533,42.486585,10.256645,140.612967,1.660491,0.46658,1.211825,4.426191,4.283801,58.764996,192.740768,4.485473,8058.396909,4.412255,4.876384,117.373558,89.717465,1193.647638,4.544994,9.702984,25.336296,66.983628,10.030882,1.605002,0.864663,12368.795154,710.129457,17.152171,157.852326,24645.451196,24.781822,10.605328,621.335693,17.765355,36.339,13.809563,4.241387,3.280107,2.790389,8.438786,8.222175,33.84494,2810.222204,33.750587,4445.350673,1.211825,51.80562,12760.517384,2089353.470191,27890.152668,130.534715,3.047328,655.957,0.044437,0.000679,3.275018,0.840871,655.957,0.000509,119.331742,0.00095,303.410746,17.764125,26.257091,390.207654,,
2021-02-21,4.453305,93.774864,123.771534,633.870951,2.179895,791.064923,108.09759,1.540403,2.182382,2.062114,1.956813,2.424869,102.820189,1.956831,0.457218,2364.076343,1.212434,1.607908,8.397821,6.52643,1.212434,2.1e-05,88.06536,13.157613,3.145381,2.44793,1.529469,2401.640886,1.086217,0.031138,859.193192,7.821669,7.847199,4305.794505,743.113457,1.212434,31.220185,110.634635,25.895173,216.121626,7.436997,70.339038,160.780829,18.956414,18.186256,48.77184,1,2.457798,0.865073,0.865073,4.013158,0.865073,7.013446,0.865073,62.379748,12298.397609,9.375412,254.077683,9.400392,29.312273,7.578497,88.566503,358.56689,17073.717018,3.964331,0.865073,87.977102,1772.128892,51049.548757,155.679431,0.865073,183.069964,0.858767,127.923545,133.14545,102.511349,4937.924274,492.733555,1091.190925,1340.561521,0.366879,1.012109,506.954409,11344.548468,1838.813973,237.422065,209.751143,17.810006,5.408158,10.809623,21.294234,4572.858531,61.645985,1712.351828,3461.046195,9.698374,432.838858,43.645421,48.194248,18.671489,945.044543,24.810092,4.897143,91.085338,17.810661,481.009661,42.408232,10.258468,140.904799,1.661892,0.466809,1.212434,4.433786,4.312207,58.772004,193.140882,4.485274,8075.231618,4.415923,4.876401,117.619113,89.786799,1203.709282,4.547174,9.707863,26.06875,67.017309,10.032124,1.605031,0.865073,12375.014617,705.726112,17.160796,157.9317,24657.843791,24.794283,10.627341,621.652164,17.808421,36.3242,13.838455,4.24352,3.28206,2.791792,8.468838,8.239241,33.867379,2815.336315,33.821198,4454.516969,1.212434,51.933949,12785.897096,2127699.522771,27945.291241,130.595613,3.048949,655.957,0.044447,0.00068,3.276664,0.841945,655.957,0.000508,119.331742,0.000951,303.563312,17.793584,26.310724,390.403864,,
2021-02-22,4.467041,93.947584,123.867127,636.064796,2.183052,792.592914,108.758712,1.536484,2.18907,2.068434,1.959778,2.4323,103.136424,1.956311,0.458638,2372.551393,1.21615,1.608881,8.397624,6.648935,1.21615,2.2e-05,87.95417,13.276874,3.161068,2.451399,1.533994,2407.601699,1.089858,0.031161,859.818912,7.862148,7.861923,4335.531593,744.438884,1.21615,31.315862,110.943282,25.911379,216.512008,7.437927,70.514866,161.707285,19.068502,18.241975,48.77096,1,2.449509,0.864234,0.864234,4.031537,0.864234,7.017095,0.864234,62.327687,12310.847788,9.403976,254.208436,9.42948,29.547089,7.572115,91.543684,358.97099,17169.552536,3.970426,0.864234,88.095655,1776.071366,51205.994971,155.399645,0.864234,183.64047,0.86225,127.77723,133.313027,102.825504,4948.304378,493.087851,1094.534983,1353.210645,0.36809,1.013467,506.99116,11366.081311,1839.219071,235.326953,210.66752,17.979344,5.423968,10.828138,21.30302,4584.260274,61.682959,1714.787282,3468.680348,9.712406,434.165334,43.76498,48.281158,18.72871,947.626542,25.209938,4.915678,91.3961,17.913889,482.066153,42.531147,10.32859,140.726993,1.6605,0.468268,1.21615,4.441669,4.291473,59.196857,193.429591,4.494269,8022.125727,4.428002,4.876397,117.797311,90.292812,1207.804578,4.561575,9.729823,25.788338,67.192286,10.069148,1.606905,0.864234,12412.93861,706.203112,17.213387,158.415697,24733.410106,24.80946,10.641701,623.618084,17.992795,36.484499,13.857817,4.256525,3.313401,2.789442,8.539373,8.250926,33.865885,2820.219631,33.939172,4466.815927,1.21615,52.135143,12829.416926,2134250.464759,27947.175181,131.563261,3.044819,655.957,0.043218,0.000672,3.286706,0.844378,655.957,0.000506,119.331742,0.000953,304.4631,17.848374,26.435656,391.600294,,
2021-02-23,4.462439,93.791975,123.574687,636.213887,2.180832,787.269437,108.673652,1.535637,2.18686,2.066345,1.955302,2.429844,103.022299,1.955903,0.458076,2369.83774,1.214922,1.604408,8.389244,6.610754,1.214922,2.5e-05,88.039383,13.19197,3.158347,2.448997,1.529721,2412.171024,1.099718,0.031028,856.156983,7.847484,7.857022,4367.575085,743.271744,1.214922,31.284241,110.770511,25.877922,216.295134,7.436692,70.430094,161.139486,19.0535,18.223342,48.768825,1,2.446063,0.860835,0.860835,4.033541,0.860835,6.989611,0.860835,62.301199,12296.639963,9.358203,254.110564,9.420168,29.532337,7.579655,92.363456,358.66356,17172.92206,3.971641,0.860835,87.912067,1774.305745,51154.28959,155.024044,0.860835,183.963186,0.86138,127.867674,133.27694,102.728457,4954.73035,492.529064,1093.429774,1348.940086,0.367634,1.012443,504.140377,11357.074938,1847.116622,235.0903,210.637118,17.754842,5.410681,10.817452,21.274486,4575.874953,61.594309,1713.064838,3464.39167,9.702622,433.726935,43.715547,48.232406,18.721947,945.472037,24.918306,4.912537,91.211478,17.689264,481.188816,42.474024,10.296104,140.861076,1.655438,0.467684,1.214922,4.437583,4.289571,59.148476,193.010047,4.507889,8043.772283,4.423531,4.874875,117.520516,90.018307,1202.623458,4.556489,9.696723,25.762689,456.871407,10.06255,1.603714,0.860835,12397.36746,706.009823,17.196006,158.255736,24708.435484,24.9059,10.631079,622.992434,17.818522,36.484714,13.84465,4.264376,3.281504,2.780246,8.635355,8.251725,33.857444,2817.534047,33.933537,4459.024757,1.214922,52.169898,12812.918023,2188981.440631,27992.855347,130.739325,3.042878,655.957,0.043917,0.000673,3.283387,0.840793,655.957,0.000516,119.331742,0.000975,304.155796,17.672131,26.41641,391.204875,,
2021-02-24,4.468545,94.196659,123.783971,637.390273,2.183302,790.565026,109.10155,1.527639,2.190228,2.069184,1.955847,2.433182,103.136663,1.955913,0.45864,2372.716307,1.216591,1.605801,8.398605,6.577255,1.216591,2.5e-05,87.962859,13.156517,3.170402,2.451722,1.522883,2411.962719,1.103152,0.030903,852.707317,7.84569,7.855283,4372.002473,744.127112,1.216591,31.327213,111.135569,26.021661,216.531935,7.436561,70.470228,161.25837,19.075049,18.248443,48.791602,1,2.45137,0.86025,0.86025,4.045164,0.86025,7.00678,0.86025,62.350278,12320.339613,9.368683,254.520129,9.434502,29.582707,7.584105,91.7708,359.640843,17132.736666,3.97167,0.86025,88.000209,1776.936723,51224.555155,154.409703,0.86025,184.270105,0.862563,128.80363,133.566582,102.869564,4950.322869,492.779885,1094.93171,1346.817319,0.368236,1.013601,505.480501,11379.272431,1846.79223,235.963371,210.987302,17.680378,5.417053,10.83981,21.226642,4562.215457,61.614282,1714.99462,3469.509328,9.714806,434.322702,43.753422,48.29368,18.735499,949.769407,24.790471,4.918068,91.328249,17.677064,481.782636,42.497409,10.195437,140.740083,1.635283,0.468363,1.216591,4.437183,4.291893,59.121073,193.33933,4.506586,8029.728322,4.429607,4.87415,117.550059,89.436699,1203.220686,4.562821,9.70982,25.79782,4568.298411,10.070782,1.604758,0.86025,12405.880386,707.332653,17.219626,158.473116,24742.375006,24.940111,10.643095,623.904951,17.688792,36.556728,13.859809,4.270234,3.293919,2.785038,8.725511,8.261005,33.865021,2820.632739,33.999623,4461.422533,1.216591,52.345493,12838.316532,2219509.230113,27999.043667,130.884111,3.04827,655.957,0.043436,0.000674,3.287897,0.842616,655.957,0.000498,119.331742,0.000958,304.634314,17.629578,26.412334,391.742234,,
2021-02-25,4.474877,95.450205,123.138266,639.510418,2.186026,791.677499,109.36623,1.546793,2.1933,2.072086,1.958591,2.436594,103.269154,1.955509,0.459399,2368.225313,1.218297,1.605575,8.409309,6.73895,1.218297,2.5e-05,88.102786,13.244915,3.174131,2.454798,1.534684,2410.531162,1.101988,0.031613,872.299936,7.905276,7.863986,4360.120236,744.704748,1.218297,31.371151,111.291443,26.22019,216.810131,7.436455,70.502116,161.712131,19.12374,18.274067,49.124058,1,2.455782,0.869488,0.869488,4.050838,0.869488,7.00913,0.869488,62.437728,12360.813613,9.380533,254.700976,9.446714,29.348831,7.582194,91.989944,361.56693,17224.210329,3.995284,0.869488,89.125014,1777.837069,51296.400828,153.298328,0.869488,184.359309,0.863894,129.44468,133.720647,102.996609,4975.867343,493.47104,1096.467421,1363.952383,0.368726,1.014941,505.662421,11381.986965,1841.371095,236.875516,211.283225,17.987312,5.419157,10.830931,21.198945,4574.392086,61.7007,1717.195057,3471.38527,9.72656,434.931867,43.821539,48.430421,18.761777,951.542478,25.459972,4.921311,91.456343,17.701857,479.133662,42.503624,10.328243,140.964556,1.652585,0.469248,1.218297,4.440154,4.296504,59.789759,192.97274,4.518762,8046.498567,4.434228,4.876112,117.714931,90.922733,1209.682841,4.568918,9.723438,26.005034,457.470574,10.092222,1.61436,0.869488,12423.280173,704.543533,17.243778,158.695385,24777.07775,24.975091,10.656278,624.617577,18.000556,36.857143,13.878141,4.276223,3.298539,2.773054,8.959936,8.277163,33.965149,2824.112286,33.971924,4463.435782,1.218297,52.407219,12835.080915,2277991.871337,28164.644653,130.725999,3.051644,655.957,0.044442,0.000688,3.292509,0.842816,655.957,0.000505,119.331742,0.001,305.061583,18.267569,26.494943,392.291677,,
2021-02-26,4.434075,93.558617,123.348441,633.323437,2.166324,784.471444,108.472508,1.566655,2.174483,2.053225,1.949641,2.414416,102.335651,1.948122,0.455399,2346.983311,1.207208,1.590961,8.321285,6.759398,1.207208,2.6e-05,87.300851,13.124356,3.145116,2.432678,1.537765,2398.72205,1.096532,0.031671,873.898437,7.828019,7.821379,4371.02995,738.456378,1.207208,31.085603,110.278439,26.172266,214.847962,7.435857,69.792454,160.520551,18.958967,18.107641,48.698913,1,2.417856,0.866936,0.866936,4.013966,0.866936,6.939472,0.866936,61.869404,12248.458443,9.295792,252.488591,9.363708,29.070718,7.579938,91.758727,362.379093,17306.169949,3.997006,0.866936,88.846154,1760.811285,50829.487622,153.689635,0.866936,182.036184,0.85591,128.682368,132.515209,102.096349,4918.164887,488.979338,1086.487088,1357.951924,0.365579,1.005708,504.149853,11276.828623,1825.002986,234.734093,209.36007,17.823587,5.369831,10.793836,21.077513,4532.754777,61.067057,1701.668594,3440.972049,9.641494,430.973004,43.471007,48.119915,18.591002,942.930748,25.185797,4.894624,90.425906,17.54073,460.042777,42.1193,10.453092,139.68146,1.668775,0.464929,1.207208,4.403222,4.291706,58.8579,191.216252,4.521356,7992.161553,4.395049,4.875188,117.178051,90.035374,1198.753667,4.527736,9.634933,25.503474,453.306557,10.186438,1.608484,0.866936,12310.20068,698.18289,17.08682,157.250898,24551.550332,24.747761,10.560477,619.040794,17.83671,36.795936,13.752145,4.2373,3.268515,2.742809,8.963881,8.191697,33.64428,2798.685804,33.739599,4423.134819,1.207208,52.120262,12702.833388,2257256.995749,27860.059488,129.835713,3.018035,655.957,0.04525,0.000696,3.26254,0.83703,655.957,0.00052,119.331742,0.001013,302.284833,18.247068,26.273897,388.720936,,
2021-02-27,4.434082,93.55878,123.348657,633.723034,2.166327,784.472817,108.472698,1.566658,2.174487,2.053229,1.949645,2.41442,102.33583,1.948126,0.4554,2346.98742,1.20721,1.590963,8.3213,6.75941,1.20721,2.6e-05,87.301004,13.124379,3.145122,2.432682,1.537635,2398.726249,1.096534,0.031671,873.899967,7.828032,7.821393,4371.037601,738.457671,1.20721,31.085657,110.278633,26.172312,214.848338,7.43587,69.792577,160.520832,18.959,18.107891,48.698998,1,2.41786,0.866937,0.866937,4.025043,0.866937,6.939484,0.866937,61.869512,12248.479883,9.295808,252.489033,9.363724,29.070769,7.579951,91.758888,362.379727,17306.200243,3.997013,0.866937,88.846309,1760.814368,50829.576596,153.689904,0.866937,182.036502,0.855912,128.682593,132.515441,102.139252,4918.173496,488.980194,1086.48899,1357.954301,0.36558,1.005709,504.150736,11276.848362,1825.006181,234.734504,209.360437,17.823618,5.36984,10.793855,21.07755,4532.762712,61.067164,1701.671572,3443.443565,9.641511,430.973759,43.471083,48.119999,18.599329,942.932398,25.185841,4.894633,90.426064,17.540761,460.043583,42.119373,10.453111,139.681704,1.668778,0.46493,1.20721,4.40323,4.291713,58.858003,191.216587,4.521364,7992.175543,4.395056,4.875197,117.178256,90.035532,1198.755765,4.527744,9.639121,25.503518,453.307351,10.186456,1.608487,0.866937,12310.222268,698.184113,17.08685,157.251173,24551.593308,24.747805,10.560496,619.041877,17.836742,36.782126,13.752169,4.237307,3.278462,2.742814,8.963896,8.191711,33.644339,2798.690703,33.739658,4423.142562,1.20721,52.120354,12702.855624,2257260.946975,27860.108256,129.455214,3.046548,655.957,0.04525,0.000696,3.262545,0.836453,655.957,0.00052,119.331742,0.001013,302.285362,18.2471,26.273943,388.721617,,
2021-02-28,4.435455,93.583581,123.385457,633.896002,2.166974,767.954242,108.471375,1.564066,2.173626,2.053841,1.950226,2.41514,102.366362,1.949112,0.455498,2355.346285,1.20757,1.605487,8.323782,6.764141,1.20757,2.7e-05,88.312534,13.266181,3.14606,2.433408,1.537883,2393.692071,1.096765,0.03168,874.160577,7.823726,7.821045,4371.075389,738.677988,1.20757,31.094932,110.311534,26.203119,214.912437,7.437123,69.813399,160.575593,18.958768,18.113294,48.713527,1,2.418582,0.866543,0.866543,4.026063,0.866543,6.941554,0.866543,61.887971,12252.134187,9.298581,252.564362,9.366462,29.079442,7.571643,91.786264,362.390807,17264.227287,4.000955,0.866543,88.990427,1761.339702,50844.741475,153.0988,0.866543,182.090812,0.856167,128.670223,132.553734,102.169725,4916.586921,489.12608,1086.813142,1358.376954,0.365628,1.006009,504.301148,11280.212782,1825.550667,234.804537,209.422899,18.108667,5.362591,10.797076,21.091244,4494.307377,61.438467,1702.179262,3444.504713,9.644388,431.102338,43.484053,48.125899,18.604878,943.21372,25.197002,4.896093,90.410778,17.545994,482.315039,42.131939,10.460884,141.299988,1.667696,0.46504,1.20757,4.404544,4.292994,58.856797,190.499542,4.52107,7994.559989,4.396367,4.858852,117.213216,89.994985,1199.113411,4.528931,9.641997,25.519611,453.442594,10.185142,1.608554,0.866543,12313.894992,698.392414,17.091948,157.298089,24558.918216,24.755188,10.563646,619.26682,18.099891,36.794634,13.756272,4.238572,3.27936,2.743633,8.964995,8.194155,33.64713,2799.94044,33.749724,4424.462195,1.20757,52.047531,12706.64549,2168041.636858,27865.296558,129.492496,3.04755,655.957,0.045265,0.000696,3.263519,0.836702,655.957,0.00052,119.331742,0.001013,302.375548,18.219172,26.281782,388.837591,,
2021-03-01,4.42596,93.266365,123.72796,632.526304,2.162988,759.073795,108.539967,1.550758,2.168985,2.049456,1.956905,2.409984,102.181588,1.956184,0.454433,2351.261682,1.204992,1.605008,8.308664,6.799046,1.204992,2.5e-05,88.584055,13.293302,3.140325,2.428934,1.523592,2390.594535,1.102185,0.031569,871.089569,7.794412,7.791237,4392.097761,737.735328,1.204992,31.028541,110.558006,26.141658,214.527918,7.435999,69.789788,159.72151,18.952353,18.07464,48.477986,1,2.448724,0.86518,0.86518,4.012623,0.86518,6.910789,0.86518,61.996833,12197.403529,9.281799,252.108387,9.34672,29.252312,7.57735,91.841454,363.882436,17283.198653,3.981679,0.86518,88.342655,1758.148135,50736.183455,153.130369,0.86518,181.682808,0.854339,128.661691,132.311381,101.951438,4904.47824,492.341477,1084.492699,1346.899598,0.364786,1.004252,504.177211,11271.174168,1845.750358,234.380731,209.126354,18.098978,5.35284,10.784023,21.082728,4534.042939,61.673882,1699.134659,3434.793819,9.628068,430.181897,43.131021,47.963459,18.556876,941.824168,24.8875,4.88805,90.079175,18.062828,458.499413,42.208817,10.317551,141.732046,1.657931,0.463923,1.204992,4.406655,4.254862,58.525663,190.378541,4.534297,7972.870079,4.387376,4.874554,117.624629,89.623923,1186.55488,4.518921,9.652819,25.551755,456.08943,10.160028,1.599517,0.86518,12287.603296,700.218267,17.055455,156.962243,24506.482753,24.762583,10.544792,617.852247,18.141287,36.407022,13.731343,4.217471,3.301376,2.764815,8.784391,8.179293,33.440935,2794.465122,33.755942,4416.438427,1.204992,52.021995,12673.165021,2238499.785413,27735.386187,130.584825,3.02056,655.957,0.045386,0.000699,3.256551,0.83658,655.957,0.00051,119.331742,0.001013,301.729949,18.066417,26.323959,388.007388,,
