date,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTC,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLF,CLP,CNH,CNY,COP,CRC,CUC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KMF,KPW,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRO,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STD,STN,SVC,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XAG,XAU,XCD,XDR,XOF,XPD,XPF,XPT,YER,ZAR,ZMW,ZWL,
2021-05-08,4.467805,94.265192,123.365761,634.143988,2.18299,795.613373,113.999198,1.550416,2.189689,2.068732,1.970353,2.43265,103.060404,1.9558,0.4586,2384.47743,1.216325,1.619134,8.385204,6.3693,1.216325,2.1e-05,89.332123,13.21883,3.081311,2.451368,1.476083,2430.217307,1.09565,0.030654,845.83239,7.804993,7.82401,4591.999902,749.795527,1.216325,31.320368,112.315449,25.635569,214.900013,7.435638,69.294034,162.267995,19.061,18.247271,50.932698,1,2.466221,0.869736,0.869736,4.184158,0.869736,7.018195,0.869736,62.275839,12065.943789,9.382353,254.435296,9.445834,29.343841,7.535863,105.324994,358.426645,17188.496436,3.957447,0.869736,89.151756,1761.248212,51213.363227,150.702665,0.869736,184.790003,0.862374,132.074648,129.781875,103.127575,4889.021452,496.838465,1094.692481,1353.733212,0.36632,1.01347,518.803758,11377.383038,1857.328242,239.576271,209.207896,17.320468,5.473462,10.760219,21.654468,4560.393724,62.009595,1894.11816,3467.531107,9.72931,434.227808,43.763373,49.507213,18.670589,957.881544,24.214719,5.002136,70.66848,17.320468,493.430229,42.765986,9.996488,142.93147,1.670432,0.4683,1.216325,4.6095,4.2929,58.118003,185.175342,4.552157,8222.696066,4.428639,4.926481,118.473217,89.666432,1208.309036,4.561675,9.688011,18.16703,488.962641,10.104924,1.611144,0.869736,12435.402708,698.299067,17.215864,158.438492,25224.231354,24.995478,10.641433,1529.697895,17.332631,37.756999,13.869929,4.269301,3.335771,2.747285,10.018991,8.263104,33.716042,2820.657626,33.755093,4325.79282,1.216325,53.380423,12789.657151,3151858.647955,27842.999615,133.241629,3.079569,655.957,0.044311,0.000664,3.287179,0.84771,655.957,0.000415,119.331742,0.000967,304.567818,17.104637,27.205922,391.656643,,
2021-05-09,4.469188,94.000889,122.998277,629.696073,2.167679,795.899326,113.229522,1.549395,2.190476,2.069475,1.956533,2.433524,102.337562,1.956752,0.455949,2384.629931,1.216762,1.607778,8.326392,6.371823,1.216762,2.1e-05,88.705562,13.126116,3.059699,2.434175,1.475647,2417.202332,1.09571,0.030665,846.136896,7.80862,7.826822,4592.186181,744.537654,1.216762,31.331625,110.968707,25.655431,215.304616,7.436171,68.794728,162.324267,19.061817,18.253829,51.025408,1,2.471828,0.867307,0.867307,4.16741,0.867307,6.978386,0.867307,62.298222,11950.27711,9.316547,252.650803,9.449192,29.057607,7.537023,105.362849,357.926386,17239.809672,3.958753,0.867307,89.150117,1765.407907,51231.769947,150.655467,0.867307,183.493917,0.862684,132.092306,129.216578,103.164641,4898.200236,492.484252,1095.085927,1354.019207,0.365189,1.006362,515.164863,11398.774404,1828.438621,237.895961,209.283088,17.158079,5.433444,10.719651,21.561974,4563.414597,61.637147,1880.824236,3468.777381,9.661071,434.383875,43.685277,49.524451,18.677299,958.829074,24.228259,5.003934,70.686579,17.107676,478.292784,42.296394,9.997906,141.928994,1.669631,0.468463,1.216762,4.613908,4.293371,57.809785,183.971078,4.553129,8195.223248,4.423561,4.932987,117.642246,89.749992,1206.696796,4.563345,9.691493,18.174142,489.138381,10.109843,1.61094,0.867307,12439.872146,703.852367,17.222051,158.495436,25233.297256,25.004462,10.566796,1530.292303,17.181358,37.758618,13.772648,4.270835,3.33697,2.748273,10.03384,8.205148,33.726617,2804.655599,33.518343,4295.437607,1.216762,53.374313,12696.156754,3152991.465135,27842.941279,133.289518,3.080676,655.957,0.044252,0.000664,3.288361,0.844888,655.957,0.000415,119.331742,0.000971,304.677284,17.104612,27.015106,391.797409,,
2021-05-10,4.459081,93.838323,122.782088,633.203688,2.17955,794.25591,113.912696,1.548585,2.185413,2.064692,1.952292,2.4279,102.961412,1.956038,0.4576,2395.17414,1.21395,1.607892,8.384305,6.342038,1.21395,2.2e-05,89.006784,13.014414,3.070637,2.447564,1.467781,2421.44874,1.093526,0.030664,846.123265,7.7966,7.78931,4562.125496,748.843087,1.21395,31.259212,110.651541,25.578412,216.168598,7.435565,68.911204,162.007975,19.019197,18.211641,51.583925,1,2.451451,0.859294,0.859294,4.157779,0.859294,6.999713,0.859294,62.214937,11996.828595,9.370917,253.899778,9.427232,29.260067,7.54215,106.093722,357.749224,17236.390207,3.949171,0.859294,89.22563,1784.276198,51113.36397,150.918262,0.859294,183.969582,0.860691,132.09536,129.304187,102.926207,4930.45785,491.922702,1092.554983,1355.787236,0.365094,1.011966,518.035467,11441.478575,1839.06323,239.205178,208.6477,17.030717,5.439267,10.738602,21.535505,4579.049667,61.637318,1891.303734,3460.760403,9.713636,433.379935,43.665781,48.909999,18.815984,966.039199,24.185268,4.986299,71.01759,17.007439,461.907968,42.52699,10.036077,142.410927,1.670037,0.46728,1.21395,4.627514,4.27235,58.099827,184.823885,4.56102,8229.165579,4.419992,4.92718,117.394973,90.240186,1207.630226,4.5532,9.692254,18.620825,492.256717,10.122546,1.610129,0.859294,12411.121064,705.520396,17.182248,158.129125,25174.978498,24.76458,10.624745,1526.723145,17.035731,37.753844,13.849314,4.260965,3.309228,2.729591,10.050049,8.247753,33.688325,2815.674909,33.694257,4316.835662,1.21395,53.250345,12785.086286,3139003.449574,28054.509085,132.981461,3.073556,655.957,0.044475,0.000661,3.280761,0.841042,655.957,0.000411,119.331742,0.000975,304.033729,17.048349,27.17035,390.891894,,
2021-05-11,4.461848,95.32849,122.875183,635.088966,2.182736,794.748814,114.036957,1.549332,2.186466,2.065974,1.955272,2.429407,103.092284,1.954435,0.457888,2401.899347,1.214703,1.612005,8.382808,6.342816,1.214703,2.2e-05,89.068554,12.991431,3.085227,2.451104,1.469494,2418.324586,1.097608,0.030925,853.330115,7.809707,7.809571,4507.970202,747.700121,1.214703,31.278611,110.671621,25.520614,216.473893,7.435442,69.092657,161.762044,19.04995,18.222943,51.878936,1,2.461475,0.858926,0.858926,4.154285,0.858926,7.009001,0.858926,62.314281,12003.011643,9.379723,254.267517,9.436204,29.187475,7.523387,103.930463,358.711007,17234.211013,3.995536,0.858926,89.128976,1774.111607,51145.084204,150.501744,0.858926,183.734835,0.861225,131.976303,130.033993,102.952913,4936.919278,491.590194,1093.233008,1359.929277,0.365614,1.013111,519.202064,11457.901132,1846.66853,238.901509,208.807506,16.988849,5.425945,10.745134,21.607991,4572.6674,61.600461,1893.89454,3462.908102,9.728226,433.648884,43.522821,49.25622,18.730725,969.746777,24.250277,5.002756,71.108733,16.981553,496.948187,42.46787,10.038788,142.509802,1.672235,0.46764,1.214703,4.528808,4.269585,58.108768,185.194264,4.541351,8227.640695,4.422735,4.926716,117.546435,90.13281,1217.273375,4.555561,9.690532,18.634063,495.598963,10.1062,1.610654,0.858926,12422.467146,703.415478,17.192911,158.227257,25190.601735,24.749581,10.637964,1527.638217,16.988549,37.862303,13.866043,4.251462,3.311889,2.731285,10.08143,8.267341,33.940026,2819.869429,33.63714,4309.981121,1.214703,53.424017,12801.903453,3140951.470934,28042.657881,133.063988,3.075464,655.957,0.045648,0.000661,3.282797,0.845442,655.957,0.000413,119.331742,0.000979,303.600033,16.999045,27.213714,391.134476,,
2021-05-12,4.435263,93.63319,122.334622,630.331472,2.167116,790.013392,113.469654,1.561937,2.174042,2.053664,1.947292,2.414931,102.373071,1.955974,0.45521,2384.429157,1.207466,1.60398,8.336417,6.40464,1.207466,2.3e-05,88.677513,12.932993,3.059311,2.43355,1.464357,2407.942333,1.097529,0.030956,854.161213,7.796825,7.79564,4500.818583,742.360998,1.207466,31.092241,110.271802,25.600666,214.929426,7.436129,68.658317,161.076431,18.930647,18.114364,51.359481,1,2.460755,0.858627,0.858627,4.13557,0.858627,6.960155,0.858627,61.882615,11918.674627,9.31187,252.096725,9.377088,29.080306,7.528186,106.363533,357.457657,17380.56269,3.968493,0.858627,88.966256,1762.998778,50840.341947,150.498521,0.858627,182.544102,0.856093,132.417326,129.248004,102.317924,4909.40698,488.661109,1086.719101,1367.945097,0.363328,1.006097,515.165371,11379.481541,1843.629083,237.234734,207.613702,16.904798,5.390096,10.699048,21.305188,4532.816753,61.616618,1880.370597,3442.274752,9.657336,431.065036,43.366003,48.72124,18.594972,959.253141,24.337687,4.9814,70.780427,16.904519,487.7741,42.300398,10.077581,141.884053,1.68509,0.46485,1.207466,4.461366,4.262354,58.073061,183.641738,4.55498,8193.538281,4.396383,4.92815,117.066694,90.212175,1200.944091,4.52833,9.640483,18.624396,492.645993,10.174708,1.610671,0.858627,12361.430002,701.609366,17.090469,157.284478,25035.07276,24.692673,10.563769,1518.656702,16.901987,37.79126,13.769241,4.22613,3.301815,2.712552,10.180988,8.209671,33.84647,2799.703549,33.384794,4274.81363,1.207466,53.129066,12732.188354,3449901.90831,27956.352492,131.353467,3.044273,655.957,0.044604,0.000665,3.263236,0.838296,655.957,0.000422,119.331742,0.000992,301.866498,17.053823,27.019453,388.803945,,
2021-05-13,4.436602,93.434753,122.84485,630.647968,2.167567,790.251952,113.554164,1.563325,2.174094,2.054284,1.955223,2.415661,102.341992,1.955199,0.455391,2384.024978,1.20783,1.612481,8.337979,6.412129,1.20783,2.5e-05,88.849098,12.901546,3.059095,2.433999,1.470237,2407.95933,1.094068,0.030978,854.782789,7.78887,7.792921,4526.126376,744.307636,1.20783,31.10163,110.637254,25.509377,214.970868,7.436374,68.622563,161.146878,18.917159,18.119858,51.371107,1,2.458478,0.859913,0.859913,4.13078,0.859913,6.959622,0.859913,61.840911,11914.695966,9.314015,252.636592,9.382519,29.08549,7.526111,105.36674,356.83616,17340.215485,3.969655,0.859913,88.70927,1763.676498,50855.694145,150.495653,0.859913,182.22307,0.856352,132.242683,129.363532,102.323336,4909.481313,492.854952,1087.047256,1360.981118,0.363436,1.006342,517.852927,11387.129491,1845.564675,237.892344,207.535511,17.075996,5.399001,10.704396,21.336101,4544.92811,61.581155,1880.795887,3443.419177,9.661381,431.195204,43.397342,49.158689,18.636821,960.843209,24.094986,4.982904,71.112219,16.909624,458.975508,42.285766,10.090106,142.161524,1.681489,0.465014,1.20783,4.419451,4.279709,57.709095,183.892161,4.526907,8072.047284,4.39771,4.926619,117.543533,89.420266,1203.642953,4.52965,9.635701,18.631445,492.190841,10.151859,1.610571,0.859913,12362.142822,701.757692,17.09563,157.331973,25045.30851,24.700129,10.566208,1519.05425,17.095604,37.853401,13.77173,4.239485,3.306435,2.726238,10.271872,8.196545,33.766103,2800.280291,33.368307,4275.595369,1.20783,53.238823,12743.616096,3435452.428109,27819.931748,130.937519,3.038841,655.957,0.044619,0.000662,3.264222,0.840911,655.957,0.000421,119.331742,0.000999,301.77652,17.062742,27.036313,388.921352,,
2021-05-14,4.460769,93.997841,123.083746,635.21897,2.179636,794.65162,114.073075,1.561824,2.185996,2.06553,1.960597,2.428885,102.953389,1.956224,0.457644,2394.880591,1.214442,1.619778,8.372683,6.40248,1.214442,2.4e-05,88.973813,13.07164,3.061568,2.447781,1.470483,2425.241653,1.09504,0.0308,849.866974,7.818502,7.817488,4507.169427,748.519234,1.214442,31.271894,110.890744,25.459633,216.231485,7.435728,69.113922,161.639377,19.01169,18.219063,51.540939,1,2.471937,0.86124,0.86124,4.141249,0.86124,7.001261,0.86124,62.240178,11986.547378,9.365977,254.060765,9.433206,29.328786,7.515213,105.910648,355.151562,17337.259545,3.977214,0.86124,88.993253,1776.122142,51134.101047,150.882335,0.86124,182.981066,0.86104,132.829647,130.127513,102.883501,4943.995377,492.881239,1092.998241,1368.142332,0.365426,1.011923,519.924106,11464.337107,1854.453682,239.214557,208.73235,17.147928,5.416414,10.753888,21.452904,4554.159338,61.765158,1891.250728,3462.322769,9.713555,433.55576,43.659208,49.306364,18.763137,959.409567,24.121135,5.010182,71.712824,17.135784,501.564748,42.748376,9.992263,142.357842,1.674568,0.467393,1.214442,4.467327,4.286982,57.982952,184.898869,4.528352,8097.56264,4.421785,4.924564,117.866559,89.879067,1199.261959,4.554391,9.696186,19.148977,495.492536,10.127054,1.617455,0.86124,12432.855163,710.448857,17.189219,158.193279,25183.763067,24.835349,10.625964,1527.248575,17.160072,38.072201,13.84947,4.250549,3.311177,2.735647,10.258396,8.24254,33.971964,2815.459027,33.530997,4292.648208,1.214442,53.520573,12812.368271,3454259.637083,27917.470329,131.425276,3.052283,655.957,0.044287,0.000659,3.282092,0.843402,655.957,0.00042,119.331742,0.000988,303.671311,17.165167,27.261184,391.050482,,
2021-05-15,4.461311,94.009258,123.098696,635.296123,2.179901,794.748137,114.08693,1.562014,2.186262,2.065781,1.960835,2.42918,102.965894,1.956462,0.4577,2395.17147,1.21459,1.619975,8.3737,6.403258,1.21459,2.5e-05,88.98462,13.073228,3.06194,2.448079,1.470662,2425.53622,1.095173,0.030804,849.970198,7.819452,7.818437,4507.716863,748.610148,1.21459,31.275692,110.904212,25.462725,216.257749,7.436631,69.122317,161.65901,19.013999,18.221275,51.547199,1,2.472237,0.861344,0.861344,4.141752,0.861344,7.002111,0.861344,62.247737,11988.003252,9.367115,254.091623,9.434352,29.332348,7.516126,105.923512,355.194698,17339.365311,3.977697,0.861344,89.004062,1776.337868,51140.311744,150.900661,0.861344,183.00329,0.861144,132.845781,130.143318,102.851058,4944.59587,492.941104,1093.130996,1368.308505,0.36547,1.012046,519.987256,11465.729554,1835.351665,239.243612,208.757702,17.150011,5.417071,10.755194,21.45551,4554.712482,61.772659,1891.480438,3462.7433,9.714735,433.608419,43.66451,49.312352,18.765416,959.526096,24.124065,5.010791,71.721534,17.137865,501.625668,42.753568,9.993476,142.375133,1.674771,0.46745,1.21459,4.467869,4.287503,57.989994,184.921327,4.528902,8098.546162,4.422322,4.925162,117.880875,89.889984,1199.40762,4.55515,9.697364,19.151302,495.552718,10.128284,1.617652,0.861344,12440.438231,710.535147,17.191307,158.212493,25186.821861,24.838365,10.627255,1527.434073,17.162157,38.052999,13.851152,4.251065,3.31158,2.735979,10.259642,8.243542,33.97609,2815.80099,33.535069,4293.169589,1.21459,53.527074,12813.924448,3454679.188002,27920.861157,131.441239,3.052653,655.957,0.044293,0.000659,3.28249,0.845032,655.957,0.00042,119.331742,0.000988,303.708195,17.167252,27.264496,391.097978,,
2021-05-16,4.461251,94.007734,123.182174,635.303171,2.179925,794.756955,114.086277,1.5616,2.187501,2.065804,1.960856,2.429207,102.967036,1.955821,0.457742,2397.63542,1.214603,1.619993,8.373793,6.40313,1.214603,2.7e-05,88.985607,13.073373,3.061974,2.448106,1.471894,2420.474802,1.095266,0.030804,849.979415,7.820601,7.818524,4507.599563,748.618454,1.214603,31.276039,110.905443,25.473959,216.224812,7.436619,69.081648,161.681407,19.013819,18.221478,51.754698,1,2.483973,0.861602,0.861602,4.141798,0.861602,7.001804,0.861602,62.248428,11975.300398,9.367219,254.094442,9.433932,29.292105,7.530023,109.240886,355.392869,17339.866965,3.97778,0.861602,89.007818,1773.679585,51140.879127,150.978751,0.861602,183.005321,0.861154,132.8843,130.174072,102.852199,4939.909675,492.946573,1093.143123,1368.261047,0.36542,1.012057,519.993025,11459.535052,1842.158121,239.246267,208.760018,17.14943,5.420273,10.75901,21.536793,4559.52939,61.773345,1891.501423,3462.781718,9.714843,433.61323,43.665724,49.313006,18.765624,965.426751,24.151748,5.010847,71.649456,17.138055,498.505834,42.55137,9.990255,142.376713,1.676795,0.467486,1.214603,4.453595,4.306306,57.987551,184.872719,4.528938,8098.636012,4.437911,4.927695,117.882183,89.859912,1206.930375,4.555127,9.697471,19.151515,495.558216,10.111626,1.618547,0.861602,12440.576254,705.78279,17.191498,158.214248,25187.1013,24.838641,10.627373,1527.60082,17.155217,38.051405,13.851306,4.251112,3.311616,2.742784,10.264559,8.243633,33.97737,2815.831891,33.535441,4293.21722,1.214603,53.583491,12813.921534,3551423.70635,27918.053201,131.442697,3.052687,655.957,0.044235,0.000658,3.282527,0.845041,655.957,0.000419,119.331742,0.000986,303.711565,17.175222,27.264798,391.102318,,
2021-05-17,4.464268,94.069025,122.997808,635.805127,2.182011,794.87421,114.309553,1.564596,2.187652,2.067094,1.954033,2.430724,103.075242,1.957368,0.458137,2398.546343,1.215362,1.623021,8.393549,6.409212,1.215362,2.8e-05,88.835421,13.091966,3.062683,2.450267,1.46712,2424.121333,1.097868,0.031519,869.712687,7.828901,7.82596,4484.295218,746.260233,1.215362,31.295576,110.810647,25.417964,216.389092,7.436558,69.10327,161.758593,19.066602,18.23286,51.848872,1,2.475328,0.859642,0.859642,4.126155,0.859642,7.007278,0.859642,62.165775,11972.102986,9.375754,254.158348,9.439013,29.254743,7.516894,108.29629,351.674107,17433.823529,3.985707,0.859642,89.129254,1774.6188,51172.824502,150.887214,0.859642,182.714478,0.861692,132.713904,130.422475,102.916445,4941.229851,492.404027,1093.82596,1384.574332,0.365834,1.012977,519.90171,11463.562681,1841.272978,239.469724,208.70801,17.187529,5.426962,10.739193,21.46915,4567.220397,61.623982,1893.269071,3464.944759,9.724756,433.884088,43.690677,49.100632,18.777346,967.986039,24.042416,5.021269,71.947915,17.14876,499.099956,42.550849,10.037567,142.136472,1.685428,0.467875,1.215362,4.486602,4.276936,58.164576,185.457645,4.528709,8127.887378,4.425134,4.926835,117.432004,89.753889,1209.177964,4.557802,9.703529,19.961556,496.47545,10.126179,1.622873,0.859642,12448.347183,706.350075,17.202236,158.313077,25202.834533,24.823772,10.636305,1528.575299,17.194743,38.270964,13.863649,4.265922,3.321585,2.732125,10.099538,8.257773,34.087872,2818.926172,33.475611,4297.083854,1.215362,53.712887,12842.525669,3587928.397295,28041.772419,131.524803,3.054594,655.957,0.04317,0.000651,3.284577,0.844254,655.957,0.000418,119.331742,0.000979,303.901279,17.145081,27.292823,391.346621,,
2021-05-18,4.490064,94.734827,123.150098,637.941809,2.194091,799.467149,114.996215,1.568367,2.200293,2.079038,1.958321,2.44477,103.647425,1.95606,0.460758,2413.06357,1.222385,1.626469,8.42792,6.430843,1.222385,2.8e-05,89.170814,13.087046,3.07381,2.463834,1.475035,2437.849566,1.097184,0.03156,870.827242,7.849141,7.854067,4498.91726,751.015312,1.222385,31.476408,111.206455,25.405557,217.608455,7.436228,69.500694,162.845663,19.165038,18.338213,52.212213,1,2.475024,0.861517,0.861517,4.143884,0.861517,7.044432,0.861517,62.586101,12050.084247,9.424187,255.504977,9.492246,29.461975,7.514488,110.009934,350.677745,17506.566973,3.977066,0.861517,89.404306,1785.123664,51468.511127,150.292209,0.861517,183.349209,0.866671,133.1074,131.42723,103.312296,4974.738763,492.926592,1100.146301,1377.598133,0.36755,1.018596,521.633637,11525.099437,1854.923746,240.798995,209.8835,17.125997,5.457584,10.769479,21.593203,4590.54123,61.608945,2011.952568,3484.96589,9.776735,436.391156,43.969181,49.249882,18.885845,969.898735,24.258781,5.044171,72.462962,17.125611,501.168425,42.849806,10.058071,142.673459,1.687926,0.470603,1.222385,4.552037,4.298678,58.408111,186.870727,4.523455,8220.679307,4.450703,4.926822,117.719749,90.059199,1218.484368,4.58433,9.744038,20.078248,498.73299,10.124904,1.625674,0.861517,12507.441128,710.297749,17.301634,159.227841,25348.461459,24.936649,10.695604,1537.379185,17.126255,38.407941,13.940632,4.278347,3.324887,2.748557,10.21421,8.295051,34.202935,2834.582279,33.520836,4318.484677,1.222385,54.02325,12918.500218,3608660.151913,28125.914269,132.284779,3.072244,655.957,0.043435,0.000654,3.303556,0.848127,655.957,0.00042,119.331742,0.000999,305.596347,17.121083,27.453519,393.607899,,
2021-05-19,4.471156,94.275034,122.726796,635.046485,2.185584,796.100647,114.688716,1.576704,2.191636,2.070283,1.950842,2.434475,103.241442,1.953385,0.458865,2402.756929,1.217237,1.622012,8.407191,6.463531,1.217237,3.1e-05,89.048537,13.043186,3.060773,2.454284,1.477436,2428.589643,1.100323,0.031546,870.446804,7.840074,7.832923,4467.649896,750.51817,1.217237,31.343863,110.220847,25.481658,216.750168,7.435976,69.216229,162.357654,19.087256,18.260992,52.051586,1,2.47866,0.862799,0.862799,4.089918,0.862799,7.018585,0.862799,62.322555,12007.559624,9.38748,254.629533,9.451641,29.342134,7.509868,106.574169,350.764425,17518.480658,3.976435,0.862799,89.126188,1777.919225,51251.780718,150.097544,0.862799,182.283619,0.863021,132.936779,131.42273,102.849195,4958.57838,490.7292,1095.51366,1377.074172,0.365882,1.014693,521.44523,11484.366243,1850.734501,239.855684,208.999654,17.110851,5.425333,10.744482,21.603397,4569.694003,61.595381,2004.072731,3470.290935,9.737161,434.553542,43.796202,49.042494,18.86718,968.639411,24.280965,5.02293,72.420085,17.077841,501.727197,42.652839,10.135254,142.477833,1.699101,0.468634,1.217237,4.557945,4.316671,58.113481,186.484352,4.524884,8169.022035,4.431961,4.927377,117.282008,89.791951,1214.822018,4.565053,9.695279,19.993479,497.850097,10.170909,1.625181,0.862799,12452.338536,707.467569,17.228778,158.557344,25241.720807,24.892505,10.653583,1530.885098,17.087643,38.245599,13.886818,4.260331,3.311494,2.732059,10.246875,8.262734,33.98113,2823.245666,33.405878,4340.628652,1.217237,53.736113,12866.199316,3586180.684468,28133.640411,131.727737,3.059307,655.957,0.043998,0.000651,3.289645,0.843967,655.957,0.000424,119.331742,0.001022,304.370178,17.161688,27.355911,391.950443,,
2021-05-20,4.490882,94.874337,123.290749,636.352172,2.193614,792.860963,115.210584,1.573171,2.201305,2.079417,1.960058,2.445215,103.624298,1.955683,0.460871,2415.164696,1.222607,1.628787,8.42635,6.457202,1.222607,3e-05,89.348817,13.112179,3.071626,2.463314,1.475221,2439.656604,1.097357,0.031933,881.745807,7.865452,7.867724,4493.371045,753.294133,1.222607,31.482143,110.768239,25.499681,217.596767,7.436385,69.533511,162.720393,19.171341,18.341554,52.353686,1,2.481037,0.861765,0.861765,4.114074,0.861765,7.045199,0.861765,62.536374,12048.40802,9.42595,255.671525,9.490601,29.449384,7.509255,106.993127,349.440785,17607.137377,3.982192,0.861765,89.277302,1784.524858,51477.888749,149.304828,0.861765,182.929112,0.866829,133.080826,132.304554,103.136479,4979.251172,493.169288,1100.346749,1378.807196,0.367597,1.018489,524.150306,11519.905259,1858.253676,240.743031,209.860599,17.148089,5.446305,10.783898,21.698705,4600.547316,61.597744,2011.489075,3485.600855,9.771019,436.470667,43.989418,49.68677,18.889286,971.104376,24.30881,5.065874,72.960324,17.104279,502.382608,42.847413,10.146695,142.957065,1.698738,0.470692,1.222607,4.576865,4.300853,58.60569,187.532993,4.492477,8185.217857,4.451514,4.92772,117.8342,89.923148,1220.937723,4.58494,9.738051,20.138359,500.046467,10.149803,1.62652,0.861765,12507.274713,710.2418,17.304787,159.256853,25353.079977,24.941193,10.69407,1537.695976,17.153644,38.347694,13.937667,4.291353,3.328549,2.755244,10.248689,8.293191,34.179828,2833.949023,33.574531,4350.597062,1.222607,53.997021,12937.213522,3587901.238364,28105.166656,132.308882,3.072804,655.957,0.044081,0.000652,3.304158,0.847133,655.957,0.000428,119.331742,0.001018,305.712972,17.092431,27.459838,393.679615,,
2021-05-21,4.473836,94.516794,123.139799,634.382869,2.186693,789.872995,114.734532,1.576026,2.193009,2.07158,1.949939,2.436,103.327056,1.955888,0.459153,2400.677984,1.218,1.620364,8.412091,6.536641,1.218,3.3e-05,89.012098,13.062765,3.06005,2.455581,1.469846,2438.435984,1.093661,0.031826,878.179111,7.834785,7.836856,4543.631024,752.635741,1.218,31.3635,110.685749,25.451145,216.864899,7.435384,69.41382,162.137363,19.073042,18.272432,52.24002,1,2.479239,0.860747,0.860747,4.058985,0.860747,7.018649,0.860747,62.37987,12021.659919,9.390427,254.869856,9.456369,29.36598,7.509214,107.509176,348.530698,17499.858482,3.965589,0.860747,88.810957,1780.715988,51283.889654,148.912679,0.860747,182.276753,0.863562,132.719354,131.787599,102.740187,4963.349967,492.072432,1096.199993,1373.648211,0.366066,1.015258,522.201813,11497.919922,1859.885987,239.998055,209.039221,16.9911,5.43228,10.740933,21.542385,4577.243969,61.369624,2005.261853,3472.465052,9.743123,434.825788,44.0916,49.5726,18.7572,962.219994,24.304033,5.043738,72.836396,16.97283,502.424997,42.95277,10.227098,142.418319,1.697957,0.468912,1.218,4.554711,4.29954,58.365003,186.902099,4.496874,8180.913331,4.434738,4.927419,117.225819,89.672326,1211.909992,4.567588,9.701389,19.99956,500.141247,10.146433,1.622668,0.860747,12469.274804,712.529995,17.239572,158.656679,25257.534595,24.81675,10.659793,1531.767049,16.97892,38.196079,13.893922,4.27518,3.313569,2.73931,10.252758,8.267222,34.060517,2825.153417,33.411253,4342.959598,1.218,53.674985,12888.875913,3684018.803167,28170.803015,131.810264,3.061224,655.957,0.044195,0.000647,3.291706,0.843171,655.957,0.000439,119.331742,0.00104,304.560865,16.99719,27.379776,392.195997,,
2021-05-22,4.473836,94.516794,123.139799,634.382869,2.186693,789.872995,114.734532,1.576026,2.193009,2.07158,1.949939,2.436,103.327056,1.955888,0.459153,2400.677984,1.218,1.620364,8.412091,6.536641,1.218,3.2e-05,89.012098,13.062765,3.06005,2.455581,1.469846,2438.435984,1.093781,0.031826,878.179111,7.834785,7.836856,4543.631024,752.635741,1.218,31.3635,110.685749,25.451145,216.864899,7.435384,69.41382,162.137363,19.073042,18.272432,52.24002,1,2.479239,0.860747,0.860747,4.058985,0.860747,7.018649,0.860747,62.37987,12021.659919,9.390427,254.869856,9.456369,29.36598,7.509214,107.509176,348.530698,17499.858482,3.965589,0.860747,88.810957,1780.715988,51283.889654,148.912679,0.860747,182.276753,0.863562,132.719354,131.787599,102.627951,4963.349967,492.072432,1096.199993,1373.648211,0.366066,1.015258,522.201813,11497.919922,1859.885987,239.998055,209.039221,16.9911,5.43228,10.740933,21.542385,4577.243969,61.369624,2005.261853,3472.465052,9.743123,434.825788,44.0916,49.5726,18.7572,962.219994,24.304033,5.043738,72.836396,16.97283,502.424997,42.95277,10.227098,142.418319,1.697957,0.468912,1.218,4.554711,4.29954,58.365003,186.902099,4.496874,8180.913331,4.434738,4.927419,117.225819,89.672326,1211.909992,4.567588,9.701389,19.99956,500.141247,10.146433,1.622668,0.860747,12469.275123,712.529995,17.239572,158.656679,25257.534595,24.81675,10.659793,1531.767049,16.97892,38.19608,13.893922,4.27518,3.313569,2.73931,10.252758,8.267222,34.060517,2825.153417,33.411253,4342.959598,1.218,53.674985,12888.875913,3684018.803167,28170.803015,131.810264,3.061224,655.957,0.044195,0.000647,3.291706,0.843682,655.957,0.000439,119.331742,0.00104,304.560865,16.99719,27.379776,392.195997,,
