date,new_cases_smoothed,new_deaths_smoothed,icu_patients,hosp_patients,new_tests_smoothed,stringency_index
2021-07-30T00:00:00,21598.143,34.143,1072.0,7363.0,550979.0,43.98
2021-07-31T00:00:00,21329.714,37.286,1099.0,7409.0,558985.0,43.98
2021-08-02T00:00:00,22422.571,40.571,1232.0,7840.0,566822.0,43.98
2021-08-03T00:00:00,22018.286,45.0,1331.0,7974.0,569598.0,43.98
2021-08-04T00:00:00,22206.571,45.714,1371.0,8134.0,571441.0,43.98
2021-08-05T00:00:00,22423.714,49.143,1420.0,8210.0,570697.0,43.98
2021-08-06T00:00:00,22626.714,49.571,1458.0,8368.0,566374.0,43.98
2021-08-07T00:00:00,22911.714,47.857,1510.0,8425.0,566541.0,43.98
2021-08-09T00:00:00,22822.0,53.571,1667.0,9022.0,609028.0,60.65
2021-08-10T00:00:00,23478.286,56.429,1712.0,9153.0,647901.0,60.65
2021-08-11T00:00:00,23985.857,58.429,1745.0,9233.0,679875.0,60.65
2021-08-12T00:00:00,24374.714,62.286,1807.0,9465.0,717503.0,60.65
2021-08-13T00:00:00,24662.714,66.286,1831.0,9546.0,744755.0,66.67
2021-08-14T00:00:00,24458.429,69.286,1837.0,9648.0,775686.0,66.67
2021-08-16T00:00:00,25456.714,77.714,1908.0,10151.0,782333.0,66.67
2021-08-17T00:00:00,24918.286,84.0,1953.0,10219.0,782026.0,66.67
2021-08-18T00:00:00,24523.0,94.0,2054.0,10336.0,779110.0,66.67
2021-08-19T00:00:00,23911.286,102.429,2049.0,10392.0,778098.0,66.67
2021-08-20T00:00:00,23225.714,102.857,2091.0,10515.0,786889.0,66.67
2021-08-21T00:00:00,22980.857,111.286,2106.0,10463.0,776783.0,66.67
2021-08-23T00:00:00,21630.143,126.143,2215.0,11007.0,763347.0,66.67
2021-08-24T00:00:00,21743.143,133.286,2221.0,11066.0,751472.0,66.67
2021-08-25T00:00:00,20840.143,132.571,2239.0,11171.0,740011.0,66.67
2021-08-26T00:00:00,20025.0,132.571,2261.0,11104.0,725603.0,66.67
2021-08-27T00:00:00,16812.0,136.0,2270.0,11162.0,713302.0,66.67
2021-08-28T00:00:00,18657.429,130.571,2259.0,11052.0,706753.0,66.67
2021-08-30T00:00:00,18101.286,120.0,,,694131.0,
2021-08-31T00:00:00,14402.714,116.286,,,,
2021-09-01T00:00:00,15748.857,113.0,,,,
2021-09-02T00:00:00,14959.0,111.143,,,,
2021-09-03T00:00:00,17068.571,109.857,,,,
2021-09-04T00:00:00,13883.571,111.143,,,,
2021-09-05T00:00:00,13423.571,110.571,,,,
2021-09-06T00:00:00,12761.0,112.143,,,,
